시작일,종료일,직업,직업코드,분류단계,AI 사용 비율(%)
2026-04-01,2026-05-01,"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,0,0.01
2026-05-01,2026-06-01,Solar Photovoltaic Installers,47-2231.00,0,0.01
2026-05-01,2026-06-01,Barbers,39-5011.00,0,0.01
2026-05-01,2026-06-01,Agricultural Inspectors,45-2011.00,0,0.01
2026-05-01,2026-06-01,"Nursing Instructors and Teachers, Postsecondary",25-1072.00,0,0.01
2026-05-01,2026-06-01,Travel Agents,41-3041.00,0,0.01
2026-04-01,2026-05-01,"Career/Technical Education Teachers, Middle School",25-2023.00,0,0.01
2026-04-01,2026-05-01,Procurement Clerks,43-3061.00,0,0.01
2026-05-01,2026-06-01,"Health Specialties Teachers, Postsecondary",25-1071.00,0,0.01
2026-05-01,2026-06-01,Physical Therapist Assistants,31-2021.00,0,0.01
2026-04-01,2026-05-01,Transportation Inspectors,53-6051.00,0,0.01
2026-04-01,2026-05-01,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111.00,0,0.01
2026-04-01,2026-05-01,Retail Loss Prevention Specialists,33-9099.02,0,0.01
2026-04-01,2026-05-01,Health Informatics Specialists,15-1211.01,0,0.01
2026-04-01,2026-05-01,"Teaching Assistants, Special Education",25-9043.00,0,0.01
2026-04-01,2026-05-01,"Architecture Teachers, Postsecondary",25-1031.00,0,0.01
2026-04-01,2026-05-01,Biochemists and Biophysicists,19-1021.00,0,0.0
2026-04-01,2026-05-01,Power Distributors and Dispatchers,51-8012.00,0,0.0
2026-04-01,2026-05-01,Gambling Surveillance Officers and Gambling Investigators,33-9031.00,0,0.0
2026-04-01,2026-05-01,Helpers--Production Workers,51-9198.00,0,0.0
2026-04-01,2026-05-01,Brickmasons and Blockmasons,47-2021.00,0,0.0
2026-04-01,2026-05-01,"Cutters and Trimmers, Hand",51-9031.00,0,0.0
2026-05-01,2026-06-01,"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,0,0.0
2026-05-01,2026-06-01,Physical Medicine and Rehabilitation Physicians,29-1229.04,0,0.0
2026-05-01,2026-06-01,Printing Press Operators,51-5112.00,0,0.0
2026-05-01,2026-06-01,Orderlies,31-1132.00,0,0.0
2026-05-01,2026-06-01,Transit and Railroad Police,33-3052.00,0,0.0
2026-05-01,2026-06-01,New Accounts Clerks,43-4141.00,0,0.0
2026-05-01,2026-06-01,Industrial Ecologists,19-2041.03,0,0.0
2026-05-01,2026-06-01,Phlebotomists,31-9097.00,0,0.0
2026-05-01,2026-06-01,Athletes and Sports Competitors,27-2021.00,0,0.0
2026-05-01,2026-06-01,"Packers and Packagers, Hand",53-7064.00,0,0.0
2026-05-01,2026-06-01,Calibration Technologists and Technicians,17-3028.00,0,0.0
2026-05-01,2026-06-01,Helpers--Production Workers,51-9198.00,0,0.0
2026-04-01,2026-05-01,Museum Technicians and Conservators,25-4013.00,0,0.0
2026-04-01,2026-05-01,Calibration Technologists and Technicians,17-3028.00,0,0.0
2026-04-01,2026-05-01,Forensic Science Technicians,19-4092.00,0,0.0
2026-04-01,2026-05-01,Occupational Therapists,29-1122.00,0,0.0
2026-04-01,2026-05-01,"Layout Workers, Metal and Plastic",51-4192.00,0,0.0
2026-04-01,2026-05-01,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,0,0.0
2026-05-01,2026-06-01,Biochemists and Biophysicists,19-1021.00,0,0.0
2026-05-01,2026-06-01,Avionics Technicians,49-2091.00,0,0.0
2026-05-01,2026-06-01,"Layout Workers, Metal and Plastic",51-4192.00,0,0.0
2026-05-01,2026-06-01,Brickmasons and Blockmasons,47-2021.00,0,0.0
2026-05-01,2026-06-01,Tile and Stone Setters,47-2044.00,0,0.0
2026-05-01,2026-06-01,Postal Service Mail Carriers,43-5052.00,0,0.0
2026-05-01,2026-06-01,Security Guards,33-9032.00,0,0.0
2026-04-01,2026-05-01,Security Guards,33-9032.00,0,0.0
2026-04-01,2026-05-01,Choreographers,27-2032.00,0,0.0
2026-04-01,2026-05-01,"Umpires, Referees, and Other Sports Officials",27-2023.00,0,0.0
2026-04-01,2026-05-01,Bill and Account Collectors,43-3011.00,0,0.0
2026-05-01,2026-06-01,Climate Change Policy Analysts,19-2041.01,0,0.0
2026-05-01,2026-06-01,Dishwashers,35-9021.00,0,0.0
2026-05-01,2026-06-01,Museum Technicians and Conservators,25-4013.00,0,0.0
2026-05-01,2026-06-01,Gambling Surveillance Officers and Gambling Investigators,33-9031.00,0,0.0
2026-05-01,2026-06-01,Gambling Change Persons and Booth Cashiers,41-2012.00,0,0.0
2026-05-01,2026-06-01,Manicurists and Pedicurists,39-5092.00,0,0.0
2026-05-01,2026-06-01,Pediatric Surgeons,29-1243.00,0,0.0
2026-04-01,2026-05-01,Preventive Medicine Physicians,29-1229.05,0,0.0
2026-04-01,2026-05-01,Gambling and Sports Book Writers and Runners,39-3012.00,0,0.0
2026-04-01,2026-05-01,Operating Engineers and Other Construction Equipment Operators,47-2073.00,0,0.0
2026-04-01,2026-05-01,Avionics Technicians,49-2091.00,0,0.0
2026-04-01,2026-05-01,Fashion Designers,27-1022.00,0,0.0
2026-04-01,2026-05-01,Chief Sustainability Officers,11-1011.03,0,0.0
2026-04-01,2026-05-01,Shampooers,39-5093.00,0,0.0
2026-04-01,2026-05-01,Occupational Therapy Assistants,31-2011.00,0,0.0
2026-05-01,2026-06-01,Urologists,29-1229.03,0,0.0
2026-05-01,2026-06-01,"Makeup Artists, Theatrical and Performance",39-5091.00,0,0.0
2026-05-01,2026-06-01,Tool and Die Makers,51-4111.00,0,0.0
2026-05-01,2026-06-01,Print Binding and Finishing Workers,51-5113.00,0,0.0
2026-05-01,2026-06-01,Parking Attendants,53-6021.00,0,0.0
2026-04-01,2026-05-01,Automotive and Watercraft Service Attendants,53-6031.00,0,0.0
2026-05-01,2026-06-01,Radiologic Technologists and Technicians,29-2034.00,0,0.0
2026-05-01,2026-06-01,Healthcare Social Workers,21-1022.00,0,0.0
2026-05-01,2026-06-01,Ophthalmic Medical Technologists,29-2099.05,0,0.0
2026-05-01,2026-06-01,Automotive Glass Installers and Repairers,49-3022.00,0,0.0
2026-05-01,2026-06-01,Food Scientists and Technologists,19-1012.00,0,0.0
2026-05-01,2026-06-01,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,0,0.0
2026-05-01,2026-06-01,"Cooks, Short Order",35-2015.00,0,0.0
2026-05-01,2026-06-01,Labor Relations Specialists,13-1075.00,0,0.0
2026-05-01,2026-06-01,Computer Numerically Controlled Tool Operators,51-9161.00,0,0.0
2026-04-01,2026-05-01,Urologists,29-1229.03,0,0.0
2026-04-01,2026-05-01,Tool and Die Makers,51-4111.00,0,0.0
2026-04-01,2026-05-01,Brokerage Clerks,43-4011.00,0,0.0
2026-04-01,2026-05-01,"Preschool Teachers, Except Special Education",25-2011.00,0,0.0
2026-04-01,2026-05-01,Probation Officers and Correctional Treatment Specialists,21-1092.00,0,0.0
2026-04-01,2026-05-01,"Dentists, General",29-1021.00,0,0.0
2026-04-01,2026-05-01,Medical Records Specialists,29-2072.00,0,0.0
2026-04-01,2026-05-01,"Bus Drivers, Transit and Intercity",53-3052.00,0,0.0
2026-05-01,2026-06-01,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,0,0.0
2026-05-01,2026-06-01,"Dentists, General",29-1021.00,0,0.0
2026-05-01,2026-06-01,Hospitalists,29-1229.02,0,0.0
2026-05-01,2026-06-01,Gambling Managers,11-9071.00,0,0.0
2026-05-01,2026-06-01,Telephone Operators,43-2021.00,0,0.0
2026-05-01,2026-06-01,Acupuncturists,29-1291.00,0,0.0
2026-05-01,2026-06-01,Massage Therapists,31-9011.00,0,0.0
2026-05-01,2026-06-01,Nannies,39-9011.01,0,0.0
2026-04-01,2026-05-01,"Cooks, Short Order",35-2015.00,0,0.0
2026-04-01,2026-05-01,Healthcare Social Workers,21-1022.00,0,0.0
2026-04-01,2026-05-01,Shuttle Drivers and Chauffeurs,53-3053.00,0,0.0
2026-04-01,2026-05-01,"Coil Winders, Tapers, and Finishers",51-2021.00,0,0.0
2026-04-01,2026-05-01,Optometrists,29-1041.00,0,0.0
2026-04-01,2026-05-01,Magnetic Resonance Imaging Technologists,29-2035.00,0,0.0
2026-05-01,2026-06-01,Taxi Drivers,53-3054.00,0,0.0
2026-05-01,2026-06-01,Health Information Technologists and Medical Registrars,29-9021.00,0,0.0
2026-05-01,2026-06-01,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,0,0.0
2026-05-01,2026-06-01,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,0,0.0
2026-05-01,2026-06-01,Psychiatric Aides,31-1133.00,0,0.0
2026-04-01,2026-05-01,Electrical Power-Line Installers and Repairers,49-9051.00,0,0.0
2026-04-01,2026-05-01,Pharmacy Aides,31-9095.00,0,0.0
2026-04-01,2026-05-01,Detectives and Criminal Investigators,33-3021.00,0,0.0
2026-04-01,2026-05-01,Medical and Clinical Laboratory Technologists,29-2011.00,0,0.0
2026-04-01,2026-05-01,"Insurance Appraisers, Auto Damage",13-1032.00,0,0.0
2026-04-01,2026-05-01,Electricians,47-2111.00,0,0.0
2026-04-01,2026-05-01,Machine Feeders and Offbearers,53-7063.00,0,0.0
2026-05-01,2026-06-01,Food Science Technicians,19-4013.00,0,0.0
2026-05-01,2026-06-01,Gem and Diamond Workers,51-9071.06,0,0.0
2026-05-01,2026-06-01,First-Line Supervisors of Security Workers,33-1091.00,0,0.0
2026-05-01,2026-06-01,Licensed Practical and Licensed Vocational Nurses,29-2061.00,0,0.0
2026-04-01,2026-05-01,Recycling Coordinators,53-1042.01,0,0.0
2026-04-01,2026-05-01,Podiatrists,29-1081.00,0,0.0
2026-04-01,2026-05-01,Shoe and Leather Workers and Repairers,51-6041.00,0,0.0
2026-04-01,2026-05-01,Court Reporters and Simultaneous Captioners,27-3092.00,0,0.0
2026-04-01,2026-05-01,Health Education Specialists,21-1091.00,0,0.0
2026-04-01,2026-05-01,Team Assemblers,51-2092.00,0,0.0
2026-04-01,2026-05-01,Photographic Process Workers and Processing Machine Operators,51-9151.00,0,0.0
2026-04-01,2026-05-01,Robotics Technicians,17-3024.01,0,0.0
2026-05-01,2026-06-01,"Shipping, Receiving, and Inventory Clerks",43-5071.00,0,0.0
2026-05-01,2026-06-01,Medical and Clinical Laboratory Technicians,29-2012.00,0,0.0
2026-05-01,2026-06-01,Optometrists,29-1041.00,0,0.0
2026-04-01,2026-05-01,"Shipping, Receiving, and Inventory Clerks",43-5071.00,0,0.0
2026-04-01,2026-05-01,Bridge and Lock Tenders,53-6011.00,0,0.0
2026-04-01,2026-05-01,Travel Guides,39-7012.00,0,0.0
2026-04-01,2026-05-01,Equal Opportunity Representatives and Officers,13-1041.03,0,0.0
2026-04-01,2026-05-01,Brownfield Redevelopment Specialists and Site Managers,11-9199.11,0,0.0
2026-05-01,2026-06-01,Chemical Plant and System Operators,51-8091.00,0,0.0
2026-05-01,2026-06-01,"Buyers and Purchasing Agents, Farm Products",13-1021.00,0,0.0
2026-05-01,2026-06-01,Merchandise Displayers and Window Trimmers,27-1026.00,0,0.0
2026-04-01,2026-05-01,First-Line Supervisors of Personal Service Workers,39-1022.00,0,0.0
2026-04-01,2026-05-01,"Geoscientists, Except Hydrologists and Geographers",19-2042.00,0,0.0
2026-04-01,2026-05-01,Insurance Sales Agents,41-3021.00,0,0.0
2026-05-01,2026-06-01,Glaziers,47-2121.00,0,0.0
2026-04-01,2026-05-01,Food Preparation Workers,35-2021.00,0,0.0
2026-04-01,2026-05-01,Occupational Therapy Aides,31-2012.00,0,0.0
2026-04-01,2026-05-01,Transportation Security Screeners,33-9093.00,0,0.0
2026-04-01,2026-05-01,Animal Scientists,19-1011.00,0,0.0
2026-04-01,2026-05-01,Parking Attendants,53-6021.00,0,0.0
2026-04-01,2026-05-01,"Orthopedic Surgeons, Except Pediatric",29-1242.00,0,0.0
2026-05-01,2026-06-01,Manufactured Building and Mobile Home Installers,49-9095.00,0,0.0
2026-05-01,2026-06-01,Emergency Management Directors,11-9161.00,0,0.0
2026-05-01,2026-06-01,Gas Compressor and Gas Pumping Station Operators,53-7071.00,0,0.0
2026-05-01,2026-06-01,Occupational Therapy Aides,31-2012.00,0,0.0
2026-05-01,2026-06-01,Hydrologists,19-2043.00,0,0.0
2026-05-01,2026-06-01,Plasterers and Stucco Masons,47-2161.00,0,0.0
2026-05-01,2026-06-01,Prepress Technicians and Workers,51-5111.00,0,0.0
2026-05-01,2026-06-01,Gambling Cage Workers,43-3041.00,0,0.0
2026-04-01,2026-05-01,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,0,0.0
2026-04-01,2026-05-01,Fire-Prevention and Protection Engineers,17-2111.02,0,0.0
2026-04-01,2026-05-01,Fire Inspectors and Investigators,33-2021.00,0,0.0
2026-04-01,2026-05-01,"Meter Readers, Utilities",43-5041.00,0,0.0
2026-04-01,2026-05-01,Medical Equipment Repairers,49-9062.00,0,0.0
2026-05-01,2026-06-01,Medical Records Specialists,29-2072.00,0,0.0
2026-05-01,2026-06-01,"Meter Readers, Utilities",43-5041.00,0,0.0
2026-05-01,2026-06-01,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,0,0.0
2026-05-01,2026-06-01,Animal Scientists,19-1011.00,0,0.0
2026-05-01,2026-06-01,Electrical Power-Line Installers and Repairers,49-9051.00,0,0.0
2026-05-01,2026-06-01,Roofers,47-2181.00,0,0.0
2026-04-01,2026-05-01,Gambling Cage Workers,43-3041.00,0,0.0
2026-04-01,2026-05-01,Massage Therapists,31-9011.00,0,0.0
2026-04-01,2026-05-01,Talent Directors,27-2012.04,0,0.0
2026-04-01,2026-05-01,Nannies,39-9011.01,0,0.0
2026-04-01,2026-05-01,Licensed Practical and Licensed Vocational Nurses,29-2061.00,0,0.0
2026-04-01,2026-05-01,Real Estate Brokers,41-9021.00,0,0.0
2026-04-01,2026-05-01,Medical and Clinical Laboratory Technicians,29-2012.00,0,0.0
2026-05-01,2026-06-01,"Coil Winders, Tapers, and Finishers",51-2021.00,0,0.0
2026-05-01,2026-06-01,Travel Guides,39-7012.00,0,0.0
2026-05-01,2026-06-01,Fire-Prevention and Protection Engineers,17-2111.02,0,0.0
2026-05-01,2026-06-01,Fire Inspectors and Investigators,33-2021.00,0,0.0
2026-04-01,2026-05-01,Gambling Managers,11-9071.00,0,0.0
2026-04-01,2026-05-01,First-Line Supervisors of Security Workers,33-1091.00,0,0.0
2026-04-01,2026-05-01,Health Information Technologists and Medical Registrars,29-9021.00,0,0.0
2026-04-01,2026-05-01,Ophthalmic Medical Technologists,29-2099.05,0,0.0
2026-04-01,2026-05-01,Acupuncturists,29-1291.00,0,0.0
2026-04-01,2026-05-01,Labor Relations Specialists,13-1075.00,0,0.0
2026-04-01,2026-05-01,Computer Numerically Controlled Tool Operators,51-9161.00,0,0.0
2026-04-01,2026-05-01,Radiologic Technologists and Technicians,29-2034.00,0,0.0
2026-04-01,2026-05-01,Cytogenetic Technologists,29-2011.01,0,0.0
2026-05-01,2026-06-01,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062.00,0,0.0
2026-05-01,2026-06-01,Transportation Security Screeners,33-9093.00,0,0.0
2026-05-01,2026-06-01,Heavy and Tractor-Trailer Truck Drivers,53-3032.00,0,0.0
2026-05-01,2026-06-01,Detectives and Criminal Investigators,33-3021.00,0,0.0
2026-04-01,2026-05-01,Radiation Therapists,29-1124.00,0,0.0
2026-04-01,2026-05-01,Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,0,0.0
2026-04-01,2026-05-01,Paperhangers,47-2142.00,0,0.0
2026-04-01,2026-05-01,Energy Auditors,47-4011.01,0,0.0
2026-04-01,2026-05-01,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,0,0.0
2026-04-01,2026-05-01,Dental Hygienists,29-1292.00,0,0.0
2026-04-01,2026-05-01,Surveyors,17-1022.00,0,0.0
2026-04-01,2026-05-01,Concierges,39-6012.00,0,0.0
2026-04-01,2026-05-01,Neurodiagnostic Technologists,29-2099.01,0,0.0
2026-04-01,2026-05-01,Orderlies,31-1132.00,0,0.0
2026-04-01,2026-05-01,Food Batchmakers,51-3092.00,0,0.0
2026-04-01,2026-05-01,"Secondary School Teachers, Except Special and Career/Technical Education",25-2031.00,0,0.0
2026-04-01,2026-05-01,Merchandise Displayers and Window Trimmers,27-1026.00,0,0.0
2026-04-01,2026-05-01,Hospitalists,29-1229.02,0,0.0
2026-04-01,2026-05-01,Psychiatric Aides,31-1133.00,0,0.0
2026-05-01,2026-06-01,Baristas,35-3023.01,0,0.0
2026-05-01,2026-06-01,Carpet Installers,47-2041.00,0,0.0
2026-05-01,2026-06-01,Forest and Conservation Workers,45-4011.00,0,0.0
2026-05-01,2026-06-01,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,0,0.0
2026-05-01,2026-06-01,Nuclear Medicine Technologists,29-2033.00,0,0.0
2026-05-01,2026-06-01,Nurse Anesthetists,29-1151.00,0,0.0
2026-04-01,2026-05-01,Physical Medicine and Rehabilitation Physicians,29-1229.04,0,0.0
2026-04-01,2026-05-01,Printing Press Operators,51-5112.00,0,0.0
2026-04-01,2026-05-01,"Service Unit Operators, Oil and Gas",47-5013.00,0,0.0
2026-04-01,2026-05-01,Hydrologists,19-2043.00,0,0.0
2026-04-01,2026-05-01,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,0,0.0
2026-04-01,2026-05-01,Construction and Building Inspectors,47-4011.00,0,0.0
2026-05-01,2026-06-01,Fabric and Apparel Patternmakers,51-6092.00,0,0.0
2026-05-01,2026-06-01,Public Safety Telecommunicators,43-5031.00,0,0.0
2026-05-01,2026-06-01,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,0,0.0
2026-05-01,2026-06-01,Subway and Streetcar Operators,53-4041.00,0,0.0
2026-05-01,2026-06-01,Shampooers,39-5093.00,0,0.0
2026-05-01,2026-06-01,Pharmacy Aides,31-9095.00,0,0.0
2026-05-01,2026-06-01,Medical Equipment Repairers,49-9062.00,0,0.0
2026-05-01,2026-06-01,Automotive and Watercraft Service Attendants,53-6031.00,0,0.0
2026-05-01,2026-06-01,Energy Auditors,47-4011.01,0,0.0
2026-05-01,2026-06-01,Landscaping and Groundskeeping Workers,37-3011.00,0,0.0
2026-05-01,2026-06-01,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,0,0.0
2026-04-01,2026-05-01,Carpet Installers,47-2041.00,0,0.0
2026-04-01,2026-05-01,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062.00,0,0.0
2026-05-01,2026-06-01,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,0,0.0
2026-05-01,2026-06-01,Occupational Therapists,29-1122.00,0,0.0
2026-04-01,2026-05-01,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,0,0.0
2026-04-01,2026-05-01,"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,0,0.0
2026-05-01,2026-06-01,Driver/Sales Workers,53-3031.00,0,0.0
2026-05-01,2026-06-01,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,0,0.0
2026-04-01,2026-05-01,Athletes and Sports Competitors,27-2021.00,0,0.0
2026-04-01,2026-05-01,"Packers and Packagers, Hand",53-7064.00,0,0.0
2026-05-01,2026-06-01,Metal-Refining Furnace Operators and Tenders,51-4051.00,0,0.0
2026-05-01,2026-06-01,Forensic Science Technicians,19-4092.00,0,0.0
2026-05-01,2026-06-01,Couriers and Messengers,43-5021.00,0,0.0
2026-05-01,2026-06-01,Chief Sustainability Officers,11-1011.03,0,0.0
2026-05-01,2026-06-01,Radio Frequency Identification Device Specialists,17-2072.01,0,0.0
2026-05-01,2026-06-01,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,0,0.0
2026-04-01,2026-05-01,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,0,0.0
2026-04-01,2026-05-01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,0,0.0
2026-04-01,2026-05-01,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,0,0.0
2026-04-01,2026-05-01,Nuclear Medicine Technologists,29-2033.00,0,0.0
2026-04-01,2026-05-01,Chemical Plant and System Operators,51-8091.00,0,0.0
2026-04-01,2026-05-01,Prepress Technicians and Workers,51-5111.00,0,0.0
2026-04-01,2026-05-01,Nurse Anesthetists,29-1151.00,0,0.0
2026-05-01,2026-06-01,Operating Engineers and Other Construction Equipment Operators,47-2073.00,0,0.0
2026-05-01,2026-06-01,"Cutters and Trimmers, Hand",51-9031.00,0,0.0
2026-05-01,2026-06-01,Aircraft Mechanics and Service Technicians,49-3011.00,0,0.0
2026-05-01,2026-06-01,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,0,0.0
2026-05-01,2026-06-01,Bridge and Lock Tenders,53-6011.00,0,0.0
2026-05-01,2026-06-01,Probation Officers and Correctional Treatment Specialists,21-1092.00,0,0.0
2026-05-01,2026-06-01,Magnetic Resonance Imaging Technologists,29-2035.00,0,0.0
2026-05-01,2026-06-01,Brokerage Clerks,43-4011.00,0,0.0
2026-04-01,2026-05-01,Subway and Streetcar Operators,53-4041.00,0,0.0
2026-04-01,2026-05-01,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,0,0.0
2026-04-01,2026-05-01,Heavy and Tractor-Trailer Truck Drivers,53-3032.00,0,0.0
2026-04-01,2026-05-01,First-Line Supervisors of Firefighting and Prevention Workers,33-1021.00,0,0.0
2026-04-01,2026-05-01,Conservation Scientists,19-1031.00,0,0.0
2026-05-01,2026-06-01,Precision Agriculture Technicians,19-4012.01,0,0.0
2026-05-01,2026-06-01,Fashion Designers,27-1022.00,0,0.0
2026-05-01,2026-06-01,Nanotechnology Engineering Technologists and Technicians,17-3026.01,0,0.0
2026-05-01,2026-06-01,"Environmental Science and Protection Technicians, Including Health",19-4042.00,0,0.0
2026-05-01,2026-06-01,Coroners,13-1041.06,0,0.0
2026-05-01,2026-06-01,Food Cooking Machine Operators and Tenders,51-3093.00,0,0.0
2026-04-01,2026-05-01,Couriers and Messengers,43-5021.00,0,0.0
2026-04-01,2026-05-01,Forest Fire Inspectors and Prevention Specialists,33-2022.00,0,0.0
2026-05-01,2026-06-01,Environmental Compliance Inspectors,13-1041.01,0,0.0
2026-05-01,2026-06-01,Private Detectives and Investigators,33-9021.00,0,0.0
2026-05-01,2026-06-01,Occupational Therapy Assistants,31-2011.00,0,0.0
2026-05-01,2026-06-01,Choreographers,27-2032.00,0,0.0
2026-05-01,2026-06-01,Forest Fire Inspectors and Prevention Specialists,33-2022.00,0,0.0
2026-04-01,2026-05-01,Dermatologists,29-1213.00,0,0.0
2026-05-01,2026-06-01,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,0,0.0
2026-05-01,2026-06-01,"Cooks, Fast Food",35-2011.00,0,0.0
2026-05-01,2026-06-01,Photographic Process Workers and Processing Machine Operators,51-9151.00,0,0.0
2026-04-01,2026-05-01,"Environmental Science and Protection Technicians, Including Health",19-4042.00,0,0.0
2026-04-01,2026-05-01,Forest and Conservation Workers,45-4011.00,0,0.0
2026-04-01,2026-05-01,Taxi Drivers,53-3054.00,0,0.0
2026-04-01,2026-05-01,Telephone Operators,43-2021.00,0,0.0
2026-04-01,2026-05-01,Public Safety Telecommunicators,43-5031.00,0,0.0
2026-04-01,2026-05-01,Soil and Plant Scientists,19-1013.00,0,0.0
2026-04-01,2026-05-01,"Buyers and Purchasing Agents, Farm Products",13-1021.00,0,0.0
2026-05-01,2026-06-01,Electricians,47-2111.00,0,0.0
2026-05-01,2026-06-01,"Office Machine Operators, Except Computer",43-9071.00,0,0.0
2026-05-01,2026-06-01,"Bus Drivers, Transit and Intercity",53-3052.00,0,0.0
2026-05-01,2026-06-01,Shuttle Drivers and Chauffeurs,53-3053.00,0,0.0
2026-05-01,2026-06-01,"Orthopedic Surgeons, Except Pediatric",29-1242.00,0,0.0
2026-05-01,2026-06-01,"Food Servers, Nonrestaurant",35-3041.00,0,0.0
2026-04-01,2026-05-01,Manufactured Building and Mobile Home Installers,49-9095.00,0,0.0
2026-04-01,2026-05-01,Air Traffic Controllers,53-2021.00,0,0.0
2026-04-01,2026-05-01,Gas Compressor and Gas Pumping Station Operators,53-7071.00,0,0.0
2026-05-01,2026-06-01,Refuse and Recyclable Material Collectors,53-7081.00,0,0.0
2026-05-01,2026-06-01,Animal Trainers,39-2011.00,0,0.0
2026-05-01,2026-06-01,Respiratory Therapists,29-1126.00,0,0.0
2026-05-01,2026-06-01,First-Line Supervisors of Personal Service Workers,39-1022.00,0,0.0
2026-05-01,2026-06-01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,0,0.0
2026-05-01,2026-06-01,Amusement and Recreation Attendants,39-3091.00,0,0.0
2026-05-01,2026-06-01,Machine Feeders and Offbearers,53-7063.00,0,0.0
2026-05-01,2026-06-01,Health Education Specialists,21-1091.00,0,0.0
2026-05-01,2026-06-01,Environmental Restoration Planners,19-2041.02,0,0.0
2026-05-01,2026-06-01,Medical and Clinical Laboratory Technologists,29-2011.00,0,0.0
2026-04-01,2026-05-01,"Plumbers, Pipefitters, and Steamfitters",47-2152.00,0,0.0
2026-04-01,2026-05-01,Metal-Refining Furnace Operators and Tenders,51-4051.00,0,0.0
2026-04-01,2026-05-01,Chemical Engineers,17-2041.00,0,0.0
2026-04-01,2026-05-01,Food Science Technicians,19-4013.00,0,0.0
2026-04-01,2026-05-01,Radio Frequency Identification Device Specialists,17-2072.01,0,0.0
2026-05-01,2026-06-01,Neurodiagnostic Technologists,29-2099.01,0,0.0
2026-05-01,2026-06-01,Non-Destructive Testing Specialists,17-3029.01,0,0.0
2026-05-01,2026-06-01,Fuel Cell Engineers,17-2141.01,0,0.0
2026-05-01,2026-06-01,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,0,0.0
2026-05-01,2026-06-01,Media Technical Directors/Managers,27-2012.05,0,0.0
2026-05-01,2026-06-01,"Ophthalmologists, Except Pediatric",29-1241.00,0,0.0
2026-04-01,2026-05-01,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,0,0.0
2026-04-01,2026-05-01,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,0,0.0
2026-04-01,2026-05-01,Fuel Cell Engineers,17-2141.01,0,0.0
2026-04-01,2026-05-01,Amusement and Recreation Attendants,39-3091.00,0,0.0
2026-04-01,2026-05-01,Pediatric Surgeons,29-1243.00,0,0.0
2026-04-01,2026-05-01,Environmental Restoration Planners,19-2041.02,0,0.0
2026-04-01,2026-05-01,"Office Machine Operators, Except Computer",43-9071.00,0,0.0
2026-04-01,2026-05-01,Aviation Inspectors,53-6051.01,0,0.0
2026-04-01,2026-05-01,Non-Destructive Testing Specialists,17-3029.01,0,0.0
2026-04-01,2026-05-01,"Ophthalmologists, Except Pediatric",29-1241.00,0,0.0
2026-04-01,2026-05-01,Jewelers and Precious Stone and Metal Workers,51-9071.00,0,0.0
2026-05-01,2026-06-01,Audiologists,29-1181.00,0,0.0
2026-05-01,2026-06-01,Mechanical Door Repairers,49-9011.00,0,0.0
2026-04-01,2026-05-01,Nanotechnology Engineering Technologists and Technicians,17-3026.01,0,0.0
2026-04-01,2026-05-01,Climate Change Policy Analysts,19-2041.01,0,0.0
2026-04-01,2026-05-01,Coroners,13-1041.06,0,0.0
