시작일,종료일,직업,직업코드,분류단계,AI 사용 비율(%)
2026-05-01,2026-06-01,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,0,0.11
2026-05-01,2026-06-01,Financial Managers,11-3031.00,0,0.11
2026-04-01,2026-05-01,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,0,0.11
2026-05-01,2026-06-01,Occupational Health and Safety Specialists,19-5011.00,0,0.11
2026-04-01,2026-05-01,Biomass Power Plant Managers,11-3051.04,0,0.11
2026-04-01,2026-05-01,Logisticians,13-1081.00,0,0.11
2026-04-01,2026-05-01,Compliance Officers,13-1041.00,0,0.11
2026-05-01,2026-06-01,Physicists,19-2012.00,0,0.11
2026-05-01,2026-06-01,Business Continuity Planners,13-1199.04,0,0.11
2026-04-01,2026-05-01,Recreation Workers,39-9032.00,0,0.11
2026-04-01,2026-05-01,"Biological Science Teachers, Postsecondary",25-1042.00,0,0.11
2026-04-01,2026-05-01,Physicists,19-2012.00,0,0.11
2026-04-01,2026-05-01,Environmental Economists,19-3011.01,0,0.11
2026-04-01,2026-05-01,Occupational Health and Safety Specialists,19-5011.00,0,0.11
2026-05-01,2026-06-01,Recreation Workers,39-9032.00,0,0.11
2026-04-01,2026-05-01,Business Continuity Planners,13-1199.04,0,0.1
2026-05-01,2026-06-01,Broadcast Announcers and Radio Disc Jockeys,27-3011.00,0,0.1
2026-04-01,2026-05-01,Financial Managers,11-3031.00,0,0.1
2026-05-01,2026-06-01,Political Scientists,19-3094.00,0,0.1
2026-05-01,2026-06-01,Historians,19-3093.00,0,0.1
2026-04-01,2026-05-01,Telecommunications Engineering Specialists,15-1241.01,0,0.1
2026-05-01,2026-06-01,Construction and Extraction,47,1,0.1
2026-04-01,2026-05-01,Sales Managers,11-2022.00,0,0.1
2026-04-01,2026-05-01,Self-Enrichment Teachers,25-3021.00,0,0.1
2026-05-01,2026-06-01,Logisticians,13-1081.00,0,0.1
2026-05-01,2026-06-01,Self-Enrichment Teachers,25-3021.00,0,0.1
2026-04-01,2026-05-01,Archivists,25-4011.00,0,0.1
2026-04-01,2026-05-01,Remote Sensing Scientists and Technologists,19-2099.01,0,0.1
2026-04-01,2026-05-01,Residential Advisors,39-9041.00,0,0.1
2026-04-01,2026-05-01,Nurse Practitioners,29-1171.00,0,0.1
2026-04-01,2026-05-01,Political Scientists,19-3094.00,0,0.1
2026-05-01,2026-06-01,Residential Advisors,39-9041.00,0,0.1
2026-05-01,2026-06-01,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051.07,0,0.1
2026-04-01,2026-05-01,Treasurers and Controllers,11-3031.01,0,0.09
2026-05-01,2026-06-01,Loan Officers,13-2072.00,0,0.09
2026-04-01,2026-05-01,Astronomers,19-2011.00,0,0.09
2026-05-01,2026-06-01,Economists,19-3011.00,0,0.09
2026-05-01,2026-06-01,Astronomers,19-2011.00,0,0.09
2026-04-01,2026-05-01,Art Directors,27-1011.00,0,0.09
2026-04-01,2026-05-01,Broadcast Announcers and Radio Disc Jockeys,27-3011.00,0,0.09
2026-04-01,2026-05-01,Historians,19-3093.00,0,0.09
2026-05-01,2026-06-01,Telecommunications Engineering Specialists,15-1241.01,0,0.09
2026-05-01,2026-06-01,Treasurers and Controllers,11-3031.01,0,0.09
2026-04-01,2026-05-01,Tax Preparers,13-2082.00,0,0.09
2026-05-01,2026-06-01,Emergency Medicine Physicians,29-1214.00,0,0.09
2026-04-01,2026-05-01,Construction and Extraction,47,1,0.09
2026-05-01,2026-06-01,Art Directors,27-1011.00,0,0.09
2026-05-01,2026-06-01,Childcare Workers,39-9011.00,0,0.09
2026-04-01,2026-05-01,Childcare Workers,39-9011.00,0,0.09
2026-05-01,2026-06-01,Photonics Engineers,17-2199.07,0,0.09
2026-04-01,2026-05-01,Computer Network Support Specialists,15-1231.00,0,0.09
2026-05-01,2026-06-01,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,0,0.09
2026-04-01,2026-05-01,Computer and Information Research Scientists,15-1221.00,0,0.09
2026-05-01,2026-06-01,Sports Medicine Physicians,29-1229.06,0,0.09
2026-04-01,2026-05-01,Photonics Engineers,17-2199.07,0,0.09
2026-04-01,2026-05-01,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051.07,0,0.09
2026-05-01,2026-06-01,"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,0,0.09
2026-04-01,2026-05-01,"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,0,0.09
2026-05-01,2026-06-01,Information Technology Project Managers,15-1299.09,0,0.09
2026-05-01,2026-06-01,Parts Salespersons,41-2022.00,0,0.08
2026-05-01,2026-06-01,Data Entry Keyers,43-9021.00,0,0.08
2026-05-01,2026-06-01,Personal Care Aides,31-1122.00,0,0.08
2026-05-01,2026-06-01,Biological Technicians,19-4021.00,0,0.08
2026-05-01,2026-06-01,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181.00,0,0.08
2026-05-01,2026-06-01,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1023.00,0,0.08
2026-04-01,2026-05-01,Financial Examiners,13-2061.00,0,0.08
2026-05-01,2026-06-01,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25-3011.00,0,0.08
2026-04-01,2026-05-01,Information Technology Project Managers,15-1299.09,0,0.08
2026-05-01,2026-06-01,Computer Network Support Specialists,15-1231.00,0,0.08
2026-05-01,2026-06-01,Athletic Trainers,29-9091.00,0,0.08
2026-05-01,2026-06-01,"Wholesale and Retail Buyers, Except Farm Products",13-1022.00,0,0.08
2026-05-01,2026-06-01,Curators,25-4012.00,0,0.08
2026-05-01,2026-06-01,Computer and Information Research Scientists,15-1221.00,0,0.08
2026-04-01,2026-05-01,Biological Technicians,19-4021.00,0,0.08
2026-05-01,2026-06-01,Dietetic Technicians,29-2051.00,0,0.08
2026-05-01,2026-06-01,Materials Scientists,19-2032.00,0,0.08
2026-04-01,2026-05-01,Personal Care Aides,31-1122.00,0,0.08
2026-04-01,2026-05-01,Loan Officers,13-2072.00,0,0.08
2026-05-01,2026-06-01,Judicial Law Clerks,23-1012.00,0,0.08
2026-04-01,2026-05-01,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,0,0.08
2026-04-01,2026-05-01,Economists,19-3011.00,0,0.08
2026-04-01,2026-05-01,Data Entry Keyers,43-9021.00,0,0.08
2026-04-01,2026-05-01,Emergency Medicine Physicians,29-1214.00,0,0.08
2026-05-01,2026-06-01,Financial Examiners,13-2061.00,0,0.08
2026-04-01,2026-05-01,Sports Medicine Physicians,29-1229.06,0,0.08
2026-04-01,2026-05-01,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1023.00,0,0.08
2026-04-01,2026-05-01,Materials Scientists,19-2032.00,0,0.07
2026-05-01,2026-06-01,Nanosystems Engineers,17-2199.09,0,0.07
2026-04-01,2026-05-01,Dietetic Technicians,29-2051.00,0,0.07
2026-04-01,2026-05-01,"Engineering Teachers, Postsecondary",25-1032.00,0,0.07
2026-04-01,2026-05-01,Funeral Home Managers,11-9171.00,0,0.07
2026-04-01,2026-05-01,Curators,25-4012.00,0,0.07
2026-04-01,2026-05-01,"Special Education Teachers, Preschool",25-2051.00,0,0.07
2026-05-01,2026-06-01,Actuaries,15-2011.00,0,0.07
2026-04-01,2026-05-01,Athletic Trainers,29-9091.00,0,0.07
2026-04-01,2026-05-01,Biologists,19-1029.04,0,0.07
2026-04-01,2026-05-01,Nanosystems Engineers,17-2199.09,0,0.07
2026-04-01,2026-05-01,"Wholesale and Retail Buyers, Except Farm Products",13-1022.00,0,0.07
2026-04-01,2026-05-01,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,0,0.07
2026-05-01,2026-06-01,Human Factors Engineers and Ergonomists,17-2112.01,0,0.07
2026-04-01,2026-05-01,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181.00,0,0.07
2026-04-01,2026-05-01,Human Factors Engineers and Ergonomists,17-2112.01,0,0.07
2026-04-01,2026-05-01,Actuaries,15-2011.00,0,0.07
2026-04-01,2026-05-01,Blockchain Engineers,15-1299.07,0,0.07
2026-04-01,2026-05-01,Customer Service Representatives,43-4051.00,0,0.07
2026-05-01,2026-06-01,Customer Service Representatives,43-4051.00,0,0.07
2026-05-01,2026-06-01,Funeral Home Managers,11-9171.00,0,0.07
2026-05-01,2026-06-01,"Arbitrators, Mediators, and Conciliators",23-1022.00,0,0.07
2026-05-01,2026-06-01,Biologists,19-1029.04,0,0.07
2026-05-01,2026-06-01,"Special Education Teachers, Preschool",25-2051.00,0,0.07
2026-05-01,2026-06-01,Medical Assistants,31-9092.00,0,0.07
2026-05-01,2026-06-01,"Engineering Teachers, Postsecondary",25-1032.00,0,0.07
2026-05-01,2026-06-01,Aerospace Engineers,17-2011.00,0,0.07
2026-05-01,2026-06-01,Exercise Trainers and Group Fitness Instructors,39-9031.00,0,0.07
2026-04-01,2026-05-01,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25-3011.00,0,0.07
2026-04-01,2026-05-01,Aerospace Engineers,17-2011.00,0,0.07
2026-04-01,2026-05-01,Parts Salespersons,41-2022.00,0,0.07
2026-05-01,2026-06-01,Geodetic Surveyors,17-1022.01,0,0.06
2026-04-01,2026-05-01,Legal Secretaries and Administrative Assistants,43-6012.00,0,0.06
2026-04-01,2026-05-01,"Entertainment and Recreation Managers, Except Gambling",11-9072.00,0,0.06
2026-04-01,2026-05-01,Architectural and Engineering Managers,11-9041.00,0,0.06
2026-05-01,2026-06-01,Music Therapists,29-1129.02,0,0.06
2026-04-01,2026-05-01,Regulatory Affairs Managers,11-9199.01,0,0.06
2026-04-01,2026-05-01,"Arbitrators, Mediators, and Conciliators",23-1022.00,0,0.06
2026-05-01,2026-06-01,"Eligibility Interviewers, Government Programs",43-4061.00,0,0.06
2026-04-01,2026-05-01,Music Therapists,29-1129.02,0,0.06
2026-05-01,2026-06-01,Chemists,19-2031.00,0,0.06
2026-05-01,2026-06-01,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-9042.00,0,0.06
2026-04-01,2026-05-01,Natural Sciences Managers,11-9121.00,0,0.06
2026-04-01,2026-05-01,Anthropologists and Archeologists,19-3091.00,0,0.06
2026-04-01,2026-05-01,Chemists,19-2031.00,0,0.06
2026-05-01,2026-06-01,Anthropologists and Archeologists,19-3091.00,0,0.06
2026-04-01,2026-05-01,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042.00,0,0.06
2026-05-01,2026-06-01,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,0,0.06
2026-05-01,2026-06-01,Regulatory Affairs Managers,11-9199.01,0,0.06
2026-05-01,2026-06-01,Natural Sciences Managers,11-9121.00,0,0.06
2026-04-01,2026-05-01,Exercise Trainers and Group Fitness Instructors,39-9031.00,0,0.06
2026-05-01,2026-06-01,Tax Preparers,13-2082.00,0,0.06
2026-05-01,2026-06-01,"Entertainment and Recreation Managers, Except Gambling",11-9072.00,0,0.06
2026-05-01,2026-06-01,Blockchain Engineers,15-1299.07,0,0.06
2026-04-01,2026-05-01,Medical Assistants,31-9092.00,0,0.06
2026-05-01,2026-06-01,Legal Secretaries and Administrative Assistants,43-6012.00,0,0.06
2026-04-01,2026-05-01,Fundraisers,13-1131.00,0,0.06
2026-04-01,2026-05-01,"Eligibility Interviewers, Government Programs",43-4061.00,0,0.06
2026-05-01,2026-06-01,Fundraisers,13-1131.00,0,0.06
2026-05-01,2026-06-01,Architectural and Engineering Managers,11-9041.00,0,0.06
2026-04-01,2026-05-01,Judicial Law Clerks,23-1012.00,0,0.06
2026-05-01,2026-06-01,Stockers and Order Fillers,53-7065.00,0,0.06
2026-04-01,2026-05-01,Social and Community Service Managers,11-9151.00,0,0.05
2026-04-01,2026-05-01,Compliance Managers,11-9199.02,0,0.05
2026-04-01,2026-05-01,Security Management Specialists,13-1199.07,0,0.05
2026-05-01,2026-06-01,"Architects, Except Landscape and Naval",17-1011.00,0,0.05
2026-05-01,2026-06-01,Compliance Managers,11-9199.02,0,0.05
2026-05-01,2026-06-01,Customs and Border Protection Officers,33-3051.04,0,0.05
2026-05-01,2026-06-01,"Special Education Teachers, Elementary School",25-2056.00,0,0.05
2026-04-01,2026-05-01,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-9042.00,0,0.05
2026-05-01,2026-06-01,Clinical Nurse Specialists,29-1141.04,0,0.05
2026-05-01,2026-06-01,Electrical and Electronic Equipment Assemblers,51-2022.00,0,0.05
2026-04-01,2026-05-01,Film and Video Editors,27-4032.00,0,0.05
2026-04-01,2026-05-01,Hydrologic Technicians,19-4044.00,0,0.05
2026-05-01,2026-06-01,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042.00,0,0.05
2026-04-01,2026-05-01,Clinical Research Coordinators,11-9121.01,0,0.05
2026-05-01,2026-06-01,Film and Video Editors,27-4032.00,0,0.05
2026-05-01,2026-06-01,"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,0,0.05
2026-04-01,2026-05-01,Geodetic Surveyors,17-1022.01,0,0.05
2026-05-01,2026-06-01,Social and Community Service Managers,11-9151.00,0,0.05
2026-05-01,2026-06-01,Medical and Health Services Managers,11-9111.00,0,0.05
2026-05-01,2026-06-01,Clinical Research Coordinators,11-9121.01,0,0.05
2026-05-01,2026-06-01,Civil Engineering Technologists and Technicians,17-3022.00,0,0.05
2026-05-01,2026-06-01,Midwives,29-9099.01,0,0.05
2026-04-01,2026-05-01,Coaches and Scouts,27-2022.00,0,0.05
2026-04-01,2026-05-01,Civil Engineering Technologists and Technicians,17-3022.00,0,0.05
2026-04-01,2026-05-01,Medical and Health Services Managers,11-9111.00,0,0.05
2026-04-01,2026-05-01,Stockers and Order Fillers,53-7065.00,0,0.05
2026-05-01,2026-06-01,Hydrologic Technicians,19-4044.00,0,0.05
2026-05-01,2026-06-01,Fundraising Managers,11-2033.00,0,0.05
2026-04-01,2026-05-01,Regulatory Affairs Specialists,13-1041.07,0,0.05
2026-04-01,2026-05-01,Midwives,29-9099.01,0,0.05
2026-05-01,2026-06-01,Regulatory Affairs Specialists,13-1041.07,0,0.05
2026-05-01,2026-06-01,Coaches and Scouts,27-2022.00,0,0.05
2026-05-01,2026-06-01,Security Management Specialists,13-1199.07,0,0.05
2026-05-01,2026-06-01,Remote Sensing Technicians,19-4099.03,0,0.04
2026-05-01,2026-06-01,"Social Work Teachers, Postsecondary",25-1113.00,0,0.04
2026-05-01,2026-06-01,"Child, Family, and School Social Workers",21-1021.00,0,0.04
2026-05-01,2026-06-01,Orthoptists,29-1299.02,0,0.04
2026-04-01,2026-05-01,Clinical Nurse Specialists,29-1141.04,0,0.04
2026-05-01,2026-06-01,Millwrights,49-9044.00,0,0.04
2026-05-01,2026-06-01,First-Line Supervisors of Retail Sales Workers,41-1011.00,0,0.04
2026-05-01,2026-06-01,"Farming, Fishing, and Forestry",45,1,0.04
2026-05-01,2026-06-01,Billing and Posting Clerks,43-3021.00,0,0.04
2026-04-01,2026-05-01,Skincare Specialists,39-5094.00,0,0.04
2026-05-01,2026-06-01,"Elementary School Teachers, Except Special Education",25-2021.00,0,0.04
2026-05-01,2026-06-01,Microsystems Engineers,17-2199.06,0,0.04
2026-05-01,2026-06-01,Computer Network Architects,15-1241.00,0,0.04
2026-04-01,2026-05-01,Billing and Posting Clerks,43-3021.00,0,0.04
2026-04-01,2026-05-01,First-Line Supervisors of Retail Sales Workers,41-1011.00,0,0.04
2026-04-01,2026-05-01,Electrical and Electronic Equipment Assemblers,51-2022.00,0,0.04
2026-04-01,2026-05-01,Penetration Testers,15-1299.04,0,0.04
2026-05-01,2026-06-01,Penetration Testers,15-1299.04,0,0.04
2026-05-01,2026-06-01,Logistics Engineers,13-1081.01,0,0.04
2026-04-01,2026-05-01,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,0,0.04
2026-05-01,2026-06-01,"Business Teachers, Postsecondary",25-1011.00,0,0.04
2026-05-01,2026-06-01,Government Property Inspectors and Investigators,13-1041.04,0,0.04
2026-05-01,2026-06-01,Interior Designers,27-1025.00,0,0.04
2026-04-01,2026-05-01,Nuclear Power Reactor Operators,51-8011.00,0,0.04
2026-05-01,2026-06-01,Epidemiologists,19-1041.00,0,0.04
2026-04-01,2026-05-01,Microsystems Engineers,17-2199.06,0,0.04
2026-05-01,2026-06-01,Skincare Specialists,39-5094.00,0,0.04
2026-05-01,2026-06-01,Special Effects Artists and Animators,27-1014.00,0,0.04
2026-04-01,2026-05-01,Government Property Inspectors and Investigators,13-1041.04,0,0.04
2026-05-01,2026-06-01,Nuclear Power Reactor Operators,51-8011.00,0,0.04
2026-04-01,2026-05-01,Special Effects Artists and Animators,27-1014.00,0,0.04
2026-05-01,2026-06-01,Real Estate Sales Agents,41-9022.00,0,0.04
2026-04-01,2026-05-01,Real Estate Sales Agents,41-9022.00,0,0.04
2026-04-01,2026-05-01,"Switchboard Operators, Including Answering Service",43-2011.00,0,0.04
2026-04-01,2026-05-01,Civil Engineers,17-2051.00,0,0.04
2026-05-01,2026-06-01,Appraisers and Assessors of Real Estate,13-2023.00,0,0.04
2026-05-01,2026-06-01,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,0,0.04
2026-05-01,2026-06-01,Order Clerks,43-4151.00,0,0.04
2026-04-01,2026-05-01,Computer Network Architects,15-1241.00,0,0.04
2026-04-01,2026-05-01,Customs and Border Protection Officers,33-3051.04,0,0.04
2026-04-01,2026-05-01,Interior Designers,27-1025.00,0,0.04
2026-05-01,2026-06-01,Animal Caretakers,39-2021.00,0,0.04
2026-05-01,2026-06-01,Media Programming Directors,27-2012.03,0,0.04
2026-04-01,2026-05-01,"Special Education Teachers, Elementary School",25-2056.00,0,0.04
2026-05-01,2026-06-01,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,0,0.04
2026-04-01,2026-05-01,"Child, Family, and School Social Workers",21-1021.00,0,0.04
2026-04-01,2026-05-01,"Architects, Except Landscape and Naval",17-1011.00,0,0.04
2026-04-01,2026-05-01,"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,0,0.04
2026-04-01,2026-05-01,Fundraising Managers,11-2033.00,0,0.04
2026-05-01,2026-06-01,Photographers,27-4021.00,0,0.04
2026-04-01,2026-05-01,"Social Work Teachers, Postsecondary",25-1113.00,0,0.04
2026-05-01,2026-06-01,"Switchboard Operators, Including Answering Service",43-2011.00,0,0.04
2026-05-01,2026-06-01,Civil Engineers,17-2051.00,0,0.04
2026-04-01,2026-05-01,Remote Sensing Technicians,19-4099.03,0,0.04
2026-04-01,2026-05-01,Millwrights,49-9044.00,0,0.03
2026-04-01,2026-05-01,Transportation Engineers,17-2051.01,0,0.03
2026-04-01,2026-05-01,Purchasing Managers,11-3061.00,0,0.03
2026-05-01,2026-06-01,Security and Fire Alarm Systems Installers,49-2098.00,0,0.03
2026-04-01,2026-05-01,Customs Brokers,13-1041.08,0,0.03
2026-04-01,2026-05-01,"Elementary School Teachers, Except Special Education",25-2021.00,0,0.03
2026-05-01,2026-06-01,Logistics Analysts,13-1081.02,0,0.03
2026-04-01,2026-05-01,Order Clerks,43-4151.00,0,0.03
2026-04-01,2026-05-01,Genetic Counselors,29-9092.00,0,0.03
2026-04-01,2026-05-01,Carpenters,47-2031.00,0,0.03
2026-04-01,2026-05-01,"Farming, Fishing, and Forestry",45,1,0.03
2026-04-01,2026-05-01,Acute Care Nurses,29-1141.01,0,0.03
2026-04-01,2026-05-01,Geographers,19-3092.00,0,0.03
2026-04-01,2026-05-01,Budget Analysts,13-2031.00,0,0.03
2026-05-01,2026-06-01,Transportation Engineers,17-2051.01,0,0.03
2026-04-01,2026-05-01,Power Plant Operators,51-8013.00,0,0.03
2026-04-01,2026-05-01,Machinists,51-4041.00,0,0.03
2026-04-01,2026-05-01,Mechanical Drafters,17-3013.00,0,0.03
2026-05-01,2026-06-01,Floral Designers,27-1023.00,0,0.03
2026-04-01,2026-05-01,Floral Designers,27-1023.00,0,0.03
2026-05-01,2026-06-01,School Psychologists,19-3034.00,0,0.03
2026-04-01,2026-05-01,Animal Caretakers,39-2021.00,0,0.03
2026-04-01,2026-05-01,Logistics Analysts,13-1081.02,0,0.03
2026-05-01,2026-06-01,Environmental Engineers,17-2081.00,0,0.03
2026-04-01,2026-05-01,Gambling Dealers,39-3011.00,0,0.03
2026-05-01,2026-06-01,"Cooks, Institution and Cafeteria",35-2012.00,0,0.03
2026-05-01,2026-06-01,Human Resources Specialists,13-1071.00,0,0.03
2026-04-01,2026-05-01,"Business Teachers, Postsecondary",25-1011.00,0,0.03
2026-04-01,2026-05-01,School Psychologists,19-3034.00,0,0.03
2026-04-01,2026-05-01,Farm and Home Management Educators,25-9021.00,0,0.03
2026-05-01,2026-06-01,Facilities Managers,11-3013.00,0,0.03
2026-05-01,2026-06-01,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062.00,0,0.03
2026-04-01,2026-05-01,Logistics Engineers,13-1081.01,0,0.03
2026-05-01,2026-06-01,Physician Assistants,29-1071.00,0,0.03
2026-05-01,2026-06-01,"Camera Operators, Television, Video, and Film",27-4031.00,0,0.03
2026-04-01,2026-05-01,Validation Engineers,17-2112.02,0,0.03
2026-05-01,2026-06-01,Purchasing Managers,11-3061.00,0,0.03
2026-05-01,2026-06-01,Machinists,51-4041.00,0,0.03
2026-05-01,2026-06-01,First-Line Supervisors of Police and Detectives,33-1012.00,0,0.03
2026-05-01,2026-06-01,Bakers,51-3011.00,0,0.03
2026-05-01,2026-06-01,Farm and Home Management Educators,25-9021.00,0,0.03
2026-05-01,2026-06-01,Gambling Dealers,39-3011.00,0,0.03
2026-04-01,2026-05-01,Social and Human Service Assistants,21-1093.00,0,0.03
2026-04-01,2026-05-01,Appraisers and Assessors of Real Estate,13-2023.00,0,0.03
2026-04-01,2026-05-01,Industrial Machinery Mechanics,49-9041.00,0,0.03
2026-05-01,2026-06-01,Nurse Midwives,29-1161.00,0,0.03
2026-05-01,2026-06-01,Power Plant Operators,51-8013.00,0,0.03
2026-04-01,2026-05-01,Lodging Managers,11-9081.00,0,0.03
2026-04-01,2026-05-01,Automotive Service Technicians and Mechanics,49-3023.00,0,0.03
2026-04-01,2026-05-01,Media Programming Directors,27-2012.03,0,0.03
2026-05-01,2026-06-01,Acute Care Nurses,29-1141.01,0,0.03
2026-04-01,2026-05-01,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,0,0.03
2026-05-01,2026-06-01,Genetic Counselors,29-9092.00,0,0.03
2026-04-01,2026-05-01,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,0,0.03
2026-04-01,2026-05-01,Human Resources Specialists,13-1071.00,0,0.03
2026-05-01,2026-06-01,Solar Sales Representatives and Assessors,41-4011.07,0,0.03
2026-05-01,2026-06-01,Passenger Attendants,53-6061.00,0,0.03
2026-05-01,2026-06-01,Carpenters,47-2031.00,0,0.03
2026-04-01,2026-05-01,Security and Fire Alarm Systems Installers,49-2098.00,0,0.03
2026-04-01,2026-05-01,"Cooks, Private Household",35-2013.00,0,0.03
2026-05-01,2026-06-01,Water/Wastewater Engineers,17-2051.02,0,0.03
2026-05-01,2026-06-01,Architectural and Civil Drafters,17-3011.00,0,0.03
2026-04-01,2026-05-01,Physician Assistants,29-1071.00,0,0.03
2026-04-01,2026-05-01,Bakers,51-3011.00,0,0.03
2026-04-01,2026-05-01,Water/Wastewater Engineers,17-2051.02,0,0.03
2026-05-01,2026-06-01,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,0,0.03
2026-04-01,2026-05-01,Solar Sales Representatives and Assessors,41-4011.07,0,0.03
2026-05-01,2026-06-01,Social and Human Service Assistants,21-1093.00,0,0.03
2026-05-01,2026-06-01,Lodging Managers,11-9081.00,0,0.03
2026-04-01,2026-05-01,Environmental Engineers,17-2081.00,0,0.03
2026-05-01,2026-06-01,Budget Analysts,13-2031.00,0,0.03
2026-05-01,2026-06-01,Automotive Service Technicians and Mechanics,49-3023.00,0,0.03
2026-05-01,2026-06-01,Customs Brokers,13-1041.08,0,0.03
2026-05-01,2026-06-01,Geographers,19-3092.00,0,0.03
2026-05-01,2026-06-01,Validation Engineers,17-2112.02,0,0.03
2026-04-01,2026-05-01,Epidemiologists,19-1041.00,0,0.03
2026-04-01,2026-05-01,Tour Guides and Escorts,39-7011.00,0,0.03
2026-04-01,2026-05-01,Photographers,27-4021.00,0,0.03
2026-05-01,2026-06-01,"Cooks, Private Household",35-2013.00,0,0.03
2026-04-01,2026-05-01,Orthoptists,29-1299.02,0,0.03
2026-05-01,2026-06-01,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,0,0.03
2026-04-01,2026-05-01,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062.00,0,0.03
2026-05-01,2026-06-01,Tour Guides and Escorts,39-7011.00,0,0.03
2026-05-01,2026-06-01,Mechanical Drafters,17-3013.00,0,0.03
2026-05-01,2026-06-01,Neuropsychologists,19-3039.02,0,0.02
2026-04-01,2026-05-01,Nurse Midwives,29-1161.00,0,0.02
2026-04-01,2026-05-01,Veterinary Technologists and Technicians,29-2056.00,0,0.02
2026-04-01,2026-05-01,Solar Energy Systems Engineers,17-2199.11,0,0.02
2026-04-01,2026-05-01,Electrical Engineers,17-2071.00,0,0.02
2026-05-01,2026-06-01,Patient Representatives,29-2099.08,0,0.02
2026-04-01,2026-05-01,Bartenders,35-3011.00,0,0.02
2026-04-01,2026-05-01,Sustainability Specialists,13-1199.05,0,0.02
2026-04-01,2026-05-01,"Compensation, Benefits, and Job Analysis Specialists",13-1141.00,0,0.02
2026-04-01,2026-05-01,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,0,0.02
2026-05-01,2026-06-01,Bioengineers and Biomedical Engineers,17-2031.00,0,0.02
2026-04-01,2026-05-01,Allergists and Immunologists,29-1229.01,0,0.02
2026-04-01,2026-05-01,Marine Engineers and Naval Architects,17-2121.00,0,0.02
2026-04-01,2026-05-01,"Title Examiners, Abstractors, and Searchers",23-2093.00,0,0.02
2026-04-01,2026-05-01,Industrial Engineers,17-2112.00,0,0.02
2026-05-01,2026-06-01,Compensation and Benefits Managers,11-3111.00,0,0.02
2026-04-01,2026-05-01,"Cooks, Institution and Cafeteria",35-2012.00,0,0.02
2026-05-01,2026-06-01,General Internal Medicine Physicians,29-1216.00,0,0.02
2026-05-01,2026-06-01,Substance Abuse and Behavioral Disorder Counselors,21-1011.00,0,0.02
2026-04-01,2026-05-01,Family Medicine Physicians,29-1215.00,0,0.02
2026-05-01,2026-06-01,Postmasters and Mail Superintendents,11-9131.00,0,0.02
2026-05-01,2026-06-01,Medical Transcriptionists,31-9094.00,0,0.02
2026-05-01,2026-06-01,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,0,0.02
2026-04-01,2026-05-01,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,0,0.02
2026-05-01,2026-06-01,Paramedics,29-2043.00,0,0.02
2026-05-01,2026-06-01,Cartographers and Photogrammetrists,17-1021.00,0,0.02
2026-04-01,2026-05-01,"Fraud Examiners, Investigators and Analysts",13-2099.04,0,0.02
2026-05-01,2026-06-01,First-Line Supervisors of Passenger Attendants,53-1044.00,0,0.02
2026-05-01,2026-06-01,Automotive Engineering Technicians,17-3027.01,0,0.02
2026-05-01,2026-06-01,"Patternmakers, Wood",51-7032.00,0,0.02
2026-04-01,2026-05-01,Compensation and Benefits Managers,11-3111.00,0,0.02
2026-04-01,2026-05-01,Tellers,43-3071.00,0,0.02
